saccver,sname,staxonomy,sstrain,typestrain
NR_181848.1,Niabella beijingensis,Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Niabella,3A5MI-3,True
NR_181847.1,Maribellus maritimus,Bacteria; Bacteroidota; Bacteroidia; Marinilabiliales; Prolixibacteraceae; Maribellus,5E3,True
NR_181846.1,Kordiimonas marina,Bacteria; Pseudomonadota; Alphaproteobacteria; Kordiimonadales; Kordiimonadaceae; Kordiimonas,A6E486,True
NR_181845.1,Streptomyces spinosus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,SBTS01,True
NR_181844.1,Nocardioides coralli,Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Nocardioides,SCSIO 67246,True
NR_181843.1,Staphylococcus taiwanensis,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,NTUH-S172,True
NR_181842.1,Streptomyces marincola,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,SCSIO 64649,True
NR_181841.1,Shinella oryzae,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Shinella,Z-25,True
NR_181840.1,Xanthobacter dioxanivorans,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Xanthobacteraceae; Xanthobacter,YN2,True
NR_181839.1,Helicobacter turcicus,Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter,Faydin-H70,True
NR_181838.1,Pseudomonas germanica,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,FIT28,True
NR_181837.1,Ottowia caeni,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Ottowia,BD-1,True
NR_181836.1,Qipengyuania xiapuensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,1NDW9,True
NR_181835.1,Qipengyuania huizhouensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,YG19,True
NR_181834.1,Qipengyuania intermedia,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,GH38,True
NR_181833.1,Qipengyuania sphaerica,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,GH29,True
NR_181832.1,Qipengyuania aerophila,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,GH25,True
NR_181831.1,Qipengyuania aestuarii,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,GH1,True
NR_181830.1,Qipengyuania proteolytica,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,6B39,True
NR_181829.1,Qipengyuania qiaonensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,6D47A,True
NR_181828.1,Qipengyuania xiamenensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,1XM1-15A,True
NR_181827.1,Qipengyuania psychrotolerans,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,1XM2-8,True
NR_181826.1,Qipengyuania polymorpha,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,1NDH17,True
NR_181825.1,Qipengyuania aurantiaca,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,1NDH13,True
NR_181824.1,Qipengyuania vesicularis,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,1NDH10,True
NR_181823.1,Qipengyuania gelatinilytica,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,1NDH1,True
NR_181822.1,Qipengyuania mesophila,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,YG27,True
NR_181821.1,Listeria ilorinensis,Bacteria; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria. REFERENCE   1  (bases 1 to 1270,,True
NR_181820.1,Stakelama flava,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Stakelama,CBK3Z-3,True
NR_181819.1,Geobacter benzoatilyticus,Bacteria; Thermodesulfobacteriota; Desulfuromonadia; Geobacterales; Geobacteraceae; Geobacter,Jerry-YX,True
NR_181818.1,Devosia salina,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Devosiaceae; Devosia,SCS-3,True
NR_181817.1,Novosphingobium huizhouense,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium,c7,True
NR_181816.1,Novosphingobium percolationis,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium,c1,True
NR_181815.1,Xinfangfangia pollutisoli,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Xinfangfangia,Clo-40,True
NR_181814.1,Shewanella nanhaiensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella,NR704-98,True
NR_181813.1,Ornithinimicrobium laminariae,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Ornithinimicrobiaceae; Ornithinimicrobium,Arc0846-15,True
NR_181812.1,Halomonas piezotolerans,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas,NBT06E8,True
NR_181811.1,Actinomadura parmotrematis,Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Thermomonosporaceae; Actinomadura,PM05-2,True
NR_181810.1,Pseudomonas canavaninivorans,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,HB002,True
NR_181809.1,Clostridium weizhouense,Bacteria; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium,YB-6,True
NR_181808.1,Chitinophaga rhizophila,Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga,B61,True
NR_181807.1,Neiella holothuriorum,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Alteromonadales genera incertae sedis; Neiella,126,True
NR_181806.1,Sinomicrobium weinanense,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Sinomicrobium,FJxs,True
NR_181805.1,Bifidobacterium miconisargentati,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,82T25,True
NR_181804.1,Bifidobacterium pluvialisilvae,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,82T24,True
NR_181803.1,Bifidobacterium santillanense,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,82T1,True
NR_181802.1,Bifidobacterium amazonense,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,82T18,True
NR_181801.1,Bifidobacterium miconis,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,82T10,True
NR_181800.1,Bifidobacterium simiiventris,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,81T8,True
NR_181799.1,Bifidobacterium colobi,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,80T4,True
NR_181798.1,Bifidobacterium saguinibicoloris,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,79T10,True
NR_181797.1,Bifidobacterium pongonis,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,64T4,True
NR_181796.1,Bifidobacterium phasiani,Bacteria; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,6T3,True
NR_181795.1,Lysobacter terrestris,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter,II4,True
NR_181794.1,Roseococcus microcysteis,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseococcus,NIBR12,True
NR_181793.1,Qipengyuania pacifica,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Qipengyuania,NZ-96,True
NR_181792.1,Alteriqipengyuania abyssalis,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Alteriqipengyuania,NZ-12B,True
NR_181791.1,Echinicola marina,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cyclobacteriaceae; Echinicola,SCS 3-6,True
NR_181790.1,Thermus brevis,Bacteria; Deinococcota; Deinococci; Thermales; Thermaceae; Thermus. REFERENCE   1  (bases 1 to 1460,SYSU G05001,True
NR_181789.1,Pseudemcibacter aquimaris,Bacteria; Pseudomonadota; Alphaproteobacteria; Emcibacterales; Emcibacteraceae; Pseudemcibacter,Y4,True
NR_181786.1,Deinococcus aquaedulcis,Bacteria; Deinococcota; Deinococci; Deinococcales; Deinococcaceae; Deinococcus,SYSU M42101,True
NR_181785.1,Streptomyces gobiensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,1_25,True
NR_181784.1,Gymnodinialimonas ceratoperidinii,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Gymnodinialimonas,J12C1-MA-4,True
NR_181783.1,Kalamiella piersonii,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Kalamiella,NRRL B-65522,True
NR_181782.1,Erwinia phyllosphaerae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia,CMYE1,True
NR_181781.1,Sagittula salina,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Sagittula,M10.9X,True
NR_181780.1,Catellatospora tritici,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Catellatospora,NEAU-YM18,True
NR_181779.1,Sedimentimonas flavescens,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Sedimentimonas,B57,True
NR_181778.1,Brachybacterium halotolerans,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae; Brachybacterium; Brachybacterium halotolerans,CBA3105,True
NR_181777.1,Brachybacterium kimchii,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae; Brachybacterium,CBA3104,True
NR_181776.1,Pseudooceanicola endophyticus,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Pseudooceanicola,CBS1P-1,True
NR_181775.1,Rossellomorea arthrocnemi,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Rossellomorea,EAR8,True
NR_181774.1,Halomonas profundi,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas,MT13,True
NR_181773.1,Geomonas diazotrophica,Bacteria; Thermodesulfobacteriota; Desulfuromonadia; Geobacterales; Geobacteraceae; Geomonas,Red69,True
NR_181772.1,Geomonas azotofigens,Bacteria; Thermodesulfobacteriota; Desulfuromonadia; Geobacterales; Geobacteraceae; Geomonas,Red51,True
NR_181771.1,Elioraea tepida,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Elioraeaceae; Elioraea,MS-P2,True
NR_181770.1,Pseudomonas boanensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,DB1,True
NR_181769.1,Paenibacillus allorhizosphaerae,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,JJ-447,True
NR_181768.1,Nocardia albiluteola,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,NEAU-G5,True
NR_181767.1,Amycolatopsis aidingensis,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis,YIM 96748,True
NR_181766.1,Gemmobacter fulva,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Gemmobacter,con5,True
NR_181765.1,Sphingomonas radiodurans,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,S9-5,True
NR_181764.1,Phycicoccus mangrovi,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae; Phycicoccus,KQZ13P-1,True
NR_181763.1,Tissierella simiarum,Bacteria; Bacillota; Tissierellia; Tissierellales; Tissierellaceae; Tissierella,MSJ-40,True
NR_181762.1,Clostridium mobile,Bacteria; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium,MSJ-11,True
NR_181761.1,Butyricicoccus intestinisimiae,Bacteria; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Butyricicoccus,MSJd-7,True
NR_181760.1,Paenibacillus brevis,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,MSJ-6,True
NR_181759.1,Alkaliphilus flagellatus,Bacteria; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Alkaliphilus,MSJ-5,True
NR_181758.1,Clostridium simiarum,Bacteria; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium,MSJ-4,True
NR_181757.1,Dysosmobacter acutus,Bacteria; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Dysosmobacter,MSJ-2,True
NR_181756.1,Peptoniphilus ovalis,Bacteria; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus,MSJ-1,True
NR_181755.1,Enterococcus innesii,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,GAL7,True
NR_181754.1,Mameliella sediminis,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Mameliella,DP3N28-2,True
NR_181753.1,Bacillus weihaiensis,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus. REFERENCE   1  (bases 1 to 1434,Alg07,True
NR_181752.1,Bacillus aequororis,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus. REFERENCE   1  (bases 1 to 1451,M-8,True
NR_181751.1,Rhodococcus electrodiphilus,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Rhodococcus,JC435,True
NR_181750.1,Geomonas fuzhouensis,Bacteria; Thermodesulfobacteriota; Desulfuromonadia; Geobacterales; Geobacteraceae; Geomonas,RG17,True
NR_181749.1,Microvenator marinus,Bacteria; Deltaproteobacteria; Bradymonadales; Microvenatoraceae; Microvenator,V1718,True
NR_181748.1,Pseudochrobactrum algeriensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Brucellaceae; Pseudochrobactrum,,True
NR_181747.1,Phosphitispora fastidiosa,Bacteria; Bacillota; Clostridia; Eubacteriales; Peptococcaceae; Phosphitispora,DYL19,True
NR_181746.1,Sutcliffiella deserti,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Sutcliffiella,DG-18,True
NR_181745.1,Mycolicibacter acidiphilus,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycolicibacter,M1,True
NR_181744.1,Croceicoccus gelatinilyticus,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Croceicoccus,1NDH52,True
NR_181743.1,Flavobacterium coralii,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium,D11R37,True
NR_181742.1,Coraliihabitans acroporae,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Coraliihabitans,NNCM2,True
NR_181741.1,Algiphilus acroporae,Bacteria; Pseudomonadota; Gammaproteobacteria; Nevskiales; Algiphilaceae; Algiphilus,NNCM1,True
NR_181740.1,Geomonas agri,Bacteria; Thermodesulfobacteriota; Desulfuromonadia; Geobacterales; Geobacteraceae; Geomonas,RG53,True
NR_181739.1,Geomonas nitrogeniifigens,Bacteria; Thermodesulfobacteriota; Desulfuromonadia; Geobacterales; Geobacteraceae; Geomonas,RF4,True
NR_181738.1,Geomonas subterranea,Bacteria; Thermodesulfobacteriota; Desulfuromonadia; Geobacterales; Geobacteraceae; Geomonas,RG2,True
NR_181737.1,Dietzia massiliensis,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Dietziaceae; Dietzia,Marseille-Q0999,True
NR_181736.1,Alistipes montrealensis,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes,kh20,True
NR_181735.1,Gelidibacter pelagius,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Gelidibacter,DF109,True
NR_181734.1,Heliomarina baculiformis,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Heliomarina,T40-3,True
NR_181733.1,Lederbergia citri,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Lederbergia. REFERENCE   1  (bases 1 to 1448,FJAT-49780,True
NR_181732.1,Lederbergia citrisecundus,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Lederbergia. REFERENCE   1  (bases 1 to 1536,FJAT-49732,True
NR_181731.1,Bacteroides propionicigenes,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,NSJ-90,True
NR_181730.1,Pseudomonas harudinis,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,SS112,True
NR_181729.1,Pseudomonas glycinis,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,PI111,True
NR_181728.1,Pseudomonas arenae,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,VK110,True
NR_181727.1,Pseudaquidulcibacter saccharophilus,Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Pseudaquidulcibacter,SZ9,True
NR_181726.1,Buttiauxella massiliensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Buttiauxella,Marseille-P9829,True
NR_181725.1,Nakamurella leprariae,Bacteria; Actinomycetota; Actinomycetes; Nakamurellales; Nakamurellaceae; Nakamurella,YIM 132084,True
NR_181724.1,Leptospira ainlahdjerensis,Bacteria; Spirochaetota; Spirochaetia; Leptospirales; Leptospiraceae; Leptospira,201903070,True
NR_181723.1,Leptospira ainazelensis,Bacteria; Spirochaetota; Spirochaetia; Leptospirales; Leptospiraceae; Leptospira,201903071,True
NR_181722.1,Leptospira chreensis,Bacteria; Spirochaetota; Spirochaetia; Leptospirales; Leptospiraceae; Leptospira,201903075,True
NR_181721.1,Leptospira abararensis,Bacteria; Spirochaetota; Spirochaetia; Leptospirales; Leptospiraceae; Leptospira,201903074,True
NR_181720.1,Desulfovulcanus ferrireducens,Bacteria; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfonauticaceae; Desulfovulcanus,Ax17,True
NR_181719.1,Pinisolibacter aquiterrae,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Ancalomicrobiaceae; Pinisolibacter,B13,True
NR_181718.1,Chitinophaga hostae,Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga,2R12,True
NR_181717.1,Thiomicrorhabdus cannonii,Bacteria; Pseudomonadota; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Thiomicrorhabdus,HH3,True
NR_181716.1,Thiomicrorhabdus heinhorstiae,Bacteria; Pseudomonadota; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Thiomicrorhabdus,HH1,True
NR_181715.1,Pseudomonas nanhaiensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,SCS 2-3,True
NR_181714.1,Polyangium jinanense,Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Polyangium,SDU14,True
NR_181713.1,Brevibacillus composti,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus,FJAT-54423,True
NR_181712.1,Photocaulis sulfatitolerans,Bacteria; Pseudomonadota; Alphaproteobacteria; Maricaulales; Maricaulaceae; Photocaulis,BL14,True
NR_181711.1,Photocaulis rubescens,Bacteria; Pseudomonadota; Alphaproteobacteria; Maricaulales; Maricaulaceae; Photocaulis,ML37,True
NR_181710.1,Belnapia arida,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Belnapia,T18,True
NR_181709.1,Belnapia mucosa,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Belnapia,T6,True
NR_181708.1,Dickeya parazeae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Dickeya,S31,True
NR_181707.1,Undibacterium luofuense,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Undibacterium,LFS511W,True
NR_181706.1,Undibacterium baiyunense,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Undibacterium,BYS107W,True
NR_181705.1,Undibacterium rivi,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Undibacterium,FT147W,True
NR_181704.1,Undibacterium fentianense,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Undibacterium,FT137W,True
NR_181703.1,Pseudomonas rustica,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,MBT-4,True
NR_181702.1,Mesobacterium pallidum,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Mesobacterium,T40-1,True
NR_181701.1,Oricola indica,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae; Oricola,JL-62,True
NR_181700.1,Collimonas humicola,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Collimonas,RLT1W51,True
NR_181699.1,Collimonas silvisoli,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Collimonas,RXD178,True
